QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.06	some	gasoline gage	is-part-of	jet	Some gasoline gages are part of jets.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gage	is-part-of	motorbike	Some gasoline gages are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gage	is-part-of	pickup	Some gasoline gages are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gage	is-part-of	plane	Some gasoline gages are part of planes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gage	is-part-of	taxi	Some gasoline gages are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gage	is-part-of	truck	Some gasoline gages are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	aeroplane	Some gasoline gauges are part of aeroplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	aircraft	Some gasoline gauges are part of aircraft.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	airplane	Some gasoline gauges are part of airplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	ambulance	Some gasoline gauges are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	auto	Some gasoline gauges are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	automobile	Some gasoline gauges are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	car	Some gasoline gauges are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	chopper	Some gasoline gauges are part of choppers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	dumper	Some gasoline gauges are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	glider	Some gasoline gauges are part of gliders.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	go-kart	Some gasoline gauges are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	helicopter	Some gasoline gauges are part of helicopters.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	jet	Some gasoline gauges are part of jets.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	motorbike	Some gasoline gauges are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	pickup	Some gasoline gauges are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	plane	Some gasoline gauges are part of planes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	taxi	Some gasoline gauges are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline gauge	is-part-of	truck	Some gasoline gauges are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	aeroplane	Some gasoline tanks are part of aeroplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	aircraft	Some gasoline tanks are part of aircraft.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	airplane	Some gasoline tanks are part of airplanes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	ambulance	Some gasoline tanks are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	auto	Some gasoline tanks are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	automobile	Some gasoline tanks are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	car	Some gasoline tanks are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	chopper	Some gasoline tanks are part of choppers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	dumper	Some gasoline tanks are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	glider	Some gasoline tanks are part of gliders.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	go-kart	Some gasoline tanks are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	helicopter	Some gasoline tanks are part of helicopters.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	jet	Some gasoline tanks are part of jets.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	motorbike	Some gasoline tanks are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	pickup	Some gasoline tanks are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	plane	Some gasoline tanks are part of planes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	taxi	Some gasoline tanks are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.06	some	gasoline tank	is-part-of	truck	Some gasoline tanks are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.50	some	gauze	is-part-of	bandage	Some gauze is part of bandages.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.50	some	gauze	is-part-of	sling	Some gauze is part of slings.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.10	some	gear lever	is-part-of	ambulance	Some gear levers are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	auto	Some gear levers are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	automobile	Some gear levers are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	car	Some gear levers are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	dumper	Some gear levers are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	go-kart	Some gear levers are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	motorbike	Some gear levers are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	pickup	Some gear levers are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	taxi	Some gear levers are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	gear lever	is-part-of	truck	Some gear levers are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	gene	is-part-of	autosome	Some genes are part of autosomes.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	gene	is-part-of	chromosome	Some genes are part of chromosomes.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	gene	is-part-of	exon	Some genes are part of exons.	-	y	n	n	Thing	material_n1	WordNet3.0
0.20	some	gene	is-part-of	intron	Some genes are part of introns.	-	y	n	n	Thing	material_n1	WordNet3.0
0.20	some	gene	is-part-of	nucleus	Some genes are part of nuclei.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.50	some	Georgia	is-part-of	Alabama	Some Georgia is part of Alabama.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Georgia	is-part-of	America	Some Georgia is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Germany	is-part-of	Eurasia	Some Germany is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Germany	is-part-of	Europe	Some Germany is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Ghana	is-part-of	Africa	Most Ghana is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	glomerulus	is-part-of	nephron	Most glomeruluses are part of nephrons.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	Gloucestershire	is-part-of	England	Some Gloucestershire is part of England.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Gloucestershire	is-part-of	Europe	Some Gloucestershire is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	glove compartment	is-part-of	ambulance	Some glove compartments are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	glove compartment	is-part-of	auto	Some glove compartments are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	glove compartment	is-part-of	automobile	Some glove compartments are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	glove compartment	is-part-of	car	Some glove compartments are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	glove compartment	is-part-of	taxi	Some glove compartments are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	goal	is-part-of	basketball	Some goals are part of basketball.	-	y	n	n	knowledge_n1	activity_n1	WordNet3.0
0.20	some	goal	is-part-of	intrigue	Some goals are part of intrigue.	-	y	n	n	knowledge_n1	knowledge_n1	WordNet3.0
0.20	some	goal	is-part-of	plot	Some goals are part of plots.	-	y	n	n	knowledge_n1	location_n1	WordNet3.0
0.20	some	goal	is-part-of	rugby	Some goals are part of rugbies.	-	y	n	n	knowledge_n1	activity_n1	WordNet3.0
0.20	some	goal	is-part-of	strategy	Some goals are part of strategies.	-	y	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	gram	is-part-of	decagram	Most grams are part of decagrams.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	grapefruit peel	is-part-of	grapefruit	Most grapefruit peels are part of grapefruit.	-	y	n	n	Thing	plant_n2	WordNet3.0
0.33	some	grate	is-part-of	furnace	Some grates are part of furnaces.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.33	some	grate	is-part-of	kiln	Some grates are part of kilns.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.33	some	grate	is-part-of	stove	Some grates are part of stoves.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.50	some	gravestone	is-part-of	grave	Some gravestones are part of graves.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.50	some	gravestone	is-part-of	tomb	Some gravestones are part of tombs.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.50	some	Greece	is-part-of	Eurasia	Some Greece is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Greece	is-part-of	Europe	Some Greece is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	ground beef	is-part-of	hamburger	Most ground beef is part of hamburgers.	-	y	n	n	Thing	food_n1	WordNet3.0
1.00	most	ground	is-part-of	world	Most ground is part of worlds.	-	y	n	n	Thing	Thing	WordNet3.0
0.02	some	ground substance	is-part-of	alsatian	Some ground substances are part of alsatians.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	ankle	Some ground substances are part of ankles.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	arm	Some ground substances are part of arms.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	back	Some ground substances are part of backs.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	ground substance	is-part-of	backbone	Some ground substances are part of backbones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	beagle	Some ground substances are part of beagles.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	bone	Some ground substances are part of bones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	bridge	Some ground substances are part of bridges.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	ground substance	is-part-of	bulldog	Some ground substances are part of bulldogs.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	bullock	Some ground substances are part of bullocks.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	cartilage	Some ground substances are part of cartilages.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	chest	Some ground substances are part of chests.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	chick	Some ground substances are part of chicks.	-	y	n	n	Thing	bird_n1	WordNet3.0
0.02	some	ground substance	is-part-of	cochlea	Some ground substances are part of cochleas.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	cranium	Some ground substances are part of craniums.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	cygnet	Some ground substances are part of cygnets.	-	y	n	n	Thing	bird_n1	WordNet3.0
0.02	some	ground substance	is-part-of	diaphragm	Some ground substances are part of diaphragms.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	dog	Some ground substances are part of dogs.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	doggy	Some ground substances are part of doggies.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	duckling	Some ground substances are part of ducklings.	-	y	n	n	Thing	Thing	WordNet3.0
0.02	some	ground substance	is-part-of	endoskeleton	Some ground substances are part of endoskeletons.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	esophagus	Some ground substances are part of esophagi.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	fang	Some ground substances are part of fangs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	fawn	Some ground substances are part of fawns.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	finger	Some ground substances are part of fingers.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	fishbone	Some ground substances are part of fishbones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	foxhound	Some ground substances are part of foxhounds.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	head	Some ground substances are part of heads.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	hound	Some ground substances are part of hounds.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	incisor	Some ground substances are part of incisors.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	jaw	Some ground substances are part of jaws.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	knee	Some ground substances are part of knees.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	lap	Some ground substances are part of laps.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	larynx	Some ground substances are part of larynxes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	leg	Some ground substances are part of legs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	ligament	Some ground substances are part of ligaments.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	mandible	Some ground substances are part of mandibles.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	marrow	Some ground substances are part of marrow.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	meniscus	Some ground substances are part of meniscuses.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	molar	Some ground substances are part of molars.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	neck	Some ground substances are part of necks.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	nose	Some ground substances are part of noses.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	notochord	Some ground substances are part of notochords.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	partridge	Some ground substances are part of partridges.	-	y	n	n	Thing	Thing	WordNet3.0
0.02	some	ground substance	is-part-of	pelvis	Some ground substances are part of pelves.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	penis	Some ground substances are part of penises.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	poodle	Some ground substances are part of poodles.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	proboscis	Some ground substances are part of proboscises.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	puppy	Some ground substances are part of puppies.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	shinbone	Some ground substances are part of shinbones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	skin	Some ground substances are part of skin.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	skull	Some ground substances are part of skulls.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	snout	Some ground substances are part of snouts.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	spine	Some ground substances are part of spines.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	sternum	Some ground substances are part of sterna.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	stud	Some ground substances are part of studs.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	tendon	Some ground substances are part of tendons.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	thigh	Some ground substances are part of thighs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	thumb	Some ground substances are part of thumbs.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	toe	Some ground substances are part of toes.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	tom	Some ground substances are part of toms.	-	y	n	n	Thing	animal_n1	WordNet3.0
0.02	some	ground substance	is-part-of	tooth	Some ground substances are part of teeth.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	tusk	Some ground substances are part of tusks.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	vertebra	Some ground substances are part of vertebrae.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	wishbone	Some ground substances are part of wishbones.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.02	some	ground substance	is-part-of	wrist	Some ground substances are part of wrists.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	guard hair	is-part-of	undercoat	Most guard hair is part of undercoats.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Guayaquil	is-part-of	Ecuador	Most Guayaquil is part of Ecuador.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	gulf	is-part-of	hydrosphere	Some gulfs are part of hydrospheres.	-	y	n	n	water_n2	location_n1	WordNet3.0
0.50	some	gulf	is-part-of	sea	Some gulfs are part of sea.	-	y	n	n	water_n2	water_n2	WordNet3.0
0.33	some	gum ridge	is-part-of	jaw	Some gum ridges are part of jaws.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.33	some	gum ridge	is-part-of	mandible	Some gum ridges are part of mandibles.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.33	some	gum ridge	is-part-of	skull	Some gum ridges are part of skulls.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	gun turret	is-part-of	tank	Most gun turrets are part of tanks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	gun barrel	is-part-of	gun	Some gun barrels are part of guns.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun barrel	is-part-of	pistol	Some gun barrels are part of pistols.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun barrel	is-part-of	rifle	Some gun barrels are part of rifles.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun barrel	is-part-of	tank	Some gun barrels are part of tanks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.25	some	gun chamber	is-part-of	gun	Some gun chambers are part of guns.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun chamber	is-part-of	pistol	Some gun chambers are part of pistols.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun chamber	is-part-of	rifle	Some gun chambers are part of rifles.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	gun chamber	is-part-of	tank	Some gun chambers are part of tanks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.50	some	gut	is-part-of	abdomen	Some guts are part of abdomens.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	gut	is-part-of	belly	Some guts are part of bellies.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	guy cable	is-part-of	tent	Most guy cables are part of tents.	-	y	n	n	Thing	artifact_n1	WordNet3.0
1.00	most	guy rope	is-part-of	tent	Most guy ropes are part of tents.	-	y	n	n	Thing	artifact_n1	WordNet3.0
1.00	most	guy wire	is-part-of	tent	Most guy wire is part of tents.	-	y	n	n	Thing	artifact_n1	WordNet3.0
1.00	most	Guyana	is-part-of	Guiana	Most Guyana is part of Guiana.	-	y	n	n	Thing	Thing	WordNet3.0
0.17	some	gyroscope	is-part-of	frigate	Some gyroscopes are part of frigates.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.17	some	gyroscope	is-part-of	ship	Some gyroscopes are part of ships.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.17	some	gyroscope	is-part-of	shipwreck	Some gyroscopes are part of shipwrecks.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.17	some	gyroscope	is-part-of	steamer	Some gyroscopes are part of steamers.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.17	some	gyroscope	is-part-of	submarine	Some gyroscopes are part of submarines.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.17	some	gyroscope	is-part-of	tanker	Some gyroscopes are part of tankers.	-	y	n	n	device_n1	transport_n1	WordNet3.0
1.00	most	hailstone	is-part-of	hail	Most hailstones are part of hails.	-	y	n	n	Thing	phenomenon_n1	WordNet3.0
1.00	most	hair cell	is-part-of	cochlea	Most hair cells are part of cochleas.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	Haitian capital	is-part-of	Haiti	Most Haitian capital is part of Haiti.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	half mile	is-part-of	mile	Most half miles are part of miles.	-	y	n	n	Thing	definite_quantity_n1	WordNet3.0
0.50	some	half pound	is-part-of	lb	Some half pounds are part of lbs.	-	y	n	n	Thing	definite_quantity_n1	WordNet3.0
0.50	some	half pound	is-part-of	pound	Some half pounds are part of pounds.	-	y	n	n	Thing	definite_quantity_n1	WordNet3.0
0.17	some	half sole	is-part-of	boot	Some half soles are part of boots.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	half sole	is-part-of	mocassin	Some half soles are part of mocassins.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	half sole	is-part-of	moccasin	Some half soles are part of moccasins.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	half sole	is-part-of	sandal	Some half soles are part of sandals.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	half sole	is-part-of	shoe	Some half soles are part of shoes.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.17	some	half sole	is-part-of	slipper	Some half soles are part of slippers.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.50	some	Hampshire	is-part-of	England	Some Hampshire is part of England.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Hampshire	is-part-of	Europe	Some Hampshire is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.25	some	hand	is-part-of	arm	Some hands are part of arms.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	hand	is-part-of	body	Some hands are part of bodies.	-	y	n	n	body_part_n1	Thing	WordNet3.0
0.25	some	hand	is-part-of	human	Some hands are part of humans.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.25	some	hand	is-part-of	humanity	Some hands are part of humanity.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.10	some	hand brake	is-part-of	ambulance	Some hand brakes are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	auto	Some hand brakes are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	automobile	Some hand brakes are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	car	Some hand brakes are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	dumper	Some hand brakes are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	go-kart	Some hand brakes are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	motorbike	Some hand brakes are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	pickup	Some hand brakes are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	taxi	Some hand brakes are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	hand brake	is-part-of	truck	Some hand brakes are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	handle	is-part-of	backhoe	Some handles are part of backhoes.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	handle	is-part-of	baggage	Some handles are part of baggage.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	bicycle	Some handles are part of bicycles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	handle	is-part-of	bike	Some handles are part of bikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	handle	is-part-of	brolly	Some handles are part of brollies.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	chisel	Some handles are part of chisels.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	corkscrew	Some handles are part of corkscrews.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	dipper	Some handles are part of dippers.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	faucet	Some handles are part of faucets.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	handle	is-part-of	fork	Some handles are part of forks.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	go-cart	Some handles are part of go-carts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.02	some	handle	is-part-of	hairbrush	Some handles are part of hairbrushs.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	hammer	Some handles are part of hammers.	-	y	n	n	Thing	tool_n1	WordNet3.0
